Gene,Pattern_1 x Pattern_4,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
PDZK1IP1,vsBoth,2209,3,2,16.4617641256027,0.000266301332127281,0.000361461311381777,-3.96393974754867,-2.91356294953183,2.08749600944051,7.37228673381033e-05,0.0035732978571044,0.0368433214009314,0.000254407401400728,0.0101680636367713,0.0872666818087967
MYL12B,vsBoth,2209,3,2,16.4583300500326,0.00026675897435882,0.000362059309520552,-3.55915361386853,-1.99976768420062,2.98284618363057,0.000372051880918624,0.045525355633978,0.00285581478292553,0.00120651206644632,0.106157014415012,0.00825397302930831
ENO2,vsBoth,2209,3,2,16.4136499253082,0.00027278545178413,0.000369951854183989,-2.96223501863585,-3.973814915786,-1.67152449907481,0.00305414565942392,7.07305336599703e-05,0.094618123773411,0.00878588496905178,0.000244459864219472,0.208883421856352
PRDX1,vsBoth,2209,3,2,16.3651384898048,0.000279482956740092,0.000378916627134738,-3.8339386489551,-2.5790106171859,2.44893564407216,0.000126107607143826,0.00990837412729983,0.0143279045803248,0.000427104662117641,0.0260242636206346,0.0365218151166162
P4HB,vsBoth,2209,3,2,16.2177734469897,0.000300853620090586,0.000407316601155703,-4.00616310163119,-3.1891330535038,1.66987299700607,6.1713042820995e-05,0.00142700180363161,0.0949444939326596,0.000214457736303929,0.00431294237903307,0.209543215159538
CSTB,vsBoth,2209,3,2,16.2133113088266,0.000301525594632506,0.000408175137776481,-3.99250065598792,-3.66905137779007,0.781359673144948,6.53801520712707e-05,0.000243452153926358,0.434590982363295,0.000226641587636443,0.000803910730946203,0.840210279990755
CALM3,vsBoth,2209,3,2,16.0912213768133,0.000320505638669201,0.00043345331398795,-4.0105485331014,-3.45222829469237,1.20473685367286,6.05778462361326e-05,0.000555977104593598,0.228304904071024,0.000210608637434397,0.00176716455271658,0.468902744446972
CGA,vsBoth,2209,3,2,15.8700109637703,0.000357990008244321,0.000483007454330534,-3.82615514468197,-2.66797695355799,2.27451743269899,0.000130160275318374,0.00763094923470298,0.0229348941738495,0.000440189161036869,0.0204798580413199,0.0562542893468387
CALR,vsBoth,2209,3,2,15.6816388452607,0.000393346591463412,0.000529733725787521,-3.82097047235369,-2.70001753419468,2.20729921414883,0.000132927568215785,0.00693358216933221,0.0272931621772971,0.000449235369883959,0.0187610861794955,0.0661223034754685
AC110285.2,vsBoth,2209,3,2,15.4410173088909,0.000443634889643691,0.000596171286925794,-3.88923748993628,-3.60149307949845,0.711974075249645,0.000100559676028244,0.000316394846527325,0.476480829795764,0.000343427444577459,0.00103386066250692,0.912717308396658
LRRFIP1,vsBoth,2209,3,2,15.38701155337,0.000455777513419065,0.000612217333989511,-3.50294510375727,-2.04767770652953,2.79275311937677,0.000460144285145563,0.0405915896685234,0.00522615617382583,0.00147749000786637,0.0954808459332877,0.0144645678430731
S100A4,vsBoth,2209,3,2,15.3739445388283,0.000458765088160069,0.000616152287594726,-3.72217718292144,-2.5146371780419,2.35811015182988,0.000197512342284797,0.0119154937544504,0.0183682416450749,0.00065766026428465,0.0307923443993669,0.0459421492072612
AC109322.1,vsBoth,2209,3,2,15.2889398166517,0.000478683989303726,0.000642497729012274,-2.55273112934458,-3.73002635945637,-1.99007354111804,0.0106881968570744,0.000191459739321917,0.0465828349650678,0.0278848787321192,0.000638135490150046,0.108438464643795
C4orf48,vsBoth,2209,3,2,15.1659238832008,0.00050905120788071,0.000682220640964206,-3.84029334130414,-2.92373172606395,1.8406152788167,0.000122887383120201,0.00345862686620022,0.0656779571237934,0.000416462070627511,0.00986350509549143,0.149149679012537
ANO1,vsBoth,2209,3,2,14.6051887087951,0.000673788459652835,0.000897495709889375,-3.67180526169013,-2.56288629810887,2.17819744796198,0.000240843177201977,0.0103806037442581,0.0293913399980048,0.000795737762906669,0.0271379510674342,0.0707822246425876
AZGP1,vsBoth,2209,3,2,14.5027415861214,0.000709201553648648,0.000943540223505822,-3.80236343843704,-3.12062035022231,1.41633866538889,0.000143322270367175,0.00180470536465785,0.156676372349969,0.000482717494312621,0.00538091176913315,0.33238412569548
PPA1,vsBoth,2209,3,2,14.2769023182727,0.000793980894668994,0.00105434814991336,-3.76366027783471,-3.02308293066398,1.52023256228472,0.000167444322143026,0.00250213663788543,0.128452536257932,0.00056092379476101,0.00729961612137021,0.276963639014741
NFKBIA,vsBoth,2209,3,2,14.1295199670385,0.000854700037840176,0.00113292103665449,-3.35280032936325,-3.74515111591992,-0.538162271535532,0.000799983962488922,0.000180285225221104,0.59046502448718,0.00249527806042476,0.000602166839945925,1
SAT1,vsBoth,2209,3,2,14.1158244686858,0.000860572894295322,0.00114042044235898,-3.49173468541491,-3.69861604626582,-0.197604133180749,0.000479894672877815,0.000216778234502085,0.843354800761966,0.00153813648883187,0.00071893745269473,1
IGFBPL1,vsBoth,2209,3,2,13.9379094262395,0.000940635626213455,0.00124480696433678,-2.35476129941843,-3.52762933633906,-1.99200507596288,0.0185346074674122,0.000419298860918215,0.0463705009523912,0.0463217935387544,0.00135210229644141,0.107972379933469
FADD,vsBoth,2209,3,2,13.9343384345511,0.00094231662747873,0.00124695371980475,-3.71662458957398,-2.97593920273332,1.51807595209483,0.000201902099955825,0.00292092762507152,0.128995252703389,0.000671600454154235,0.00842531647969659,0.2780158837735
BX470102.2,vsBoth,2209,3,2,13.9036545699119,0.000956885053552245,0.00126567896384705,-3.72005358229305,-3.02796826523332,1.43082776479639,0.000199180516180587,0.00246203940866784,0.152479583624813,0.000662918573830311,0.00719166175970824,0.324278341409677
SLC29A2,vsBoth,2209,3,2,13.8476584437749,0.000984054553512365,0.00130088588428971,-2.43216502231082,-3.55094285991164,-1.89084129888363,0.0150088673901615,0.000383853743776547,0.0586455323530995,0.0381376133370263,0.00124289964335688,0.134228366324804
ITGA9-AS1,vsBoth,2209,3,2,13.7937571985431,0.00101093604583157,0.00133467478080739,-3.48542936099923,-2.28696989334231,2.32994332201611,0.000491347934939946,0.0221975804408407,0.0198091469159732,0.00157211348957272,0.0545684566891275,0.0491807594601864
CDC42,vsBoth,2209,3,2,13.7901011902577,0.00101278573121253,0.0013370335507689,-3.69741422754536,-3.32475691149095,0.855123766396613,0.000217806776972276,0.000884956576104674,0.392482633679085,0.000722214212482849,0.00274383741749338,0.766476273878546
PFKFB4,vsBoth,2209,3,2,13.715615463092,0.00105121595595783,0.00138707647732739,-2.40392500543844,-3.52736171508501,-1.90063296224287,0.0162201004036243,0.000419722941873103,0.0573501048989116,0.040958472442394,0.00135338821136508,0.13149412235397
CCNI,vsBoth,2209,3,2,13.6945285282172,0.00106235805210598,0.00140151678563981,-2.78062494233332,-3.64983611634091,-1.42451544180729,0.00542543778196558,0.000262407672627343,0.154297318261189,0.0149665512072607,0.000863943699856248,0.327792157707539
AC106897.1,vsBoth,2209,3,2,13.5850872024921,0.0011221109383373,0.00147887358438375,-3.40129133233335,-2.14319079016305,2.4330175472394,0.000670683099344852,0.0320977815134722,0.0149735752222417,0.0021115501464008,0.0768170987745874,0.0380551685075107
OAS3,vsBoth,2209,3,2,13.2439038689581,0.0013308307143413,0.00174722003939186,-3.63188998840806,-2.96558841050356,1.38004254765752,0.000281353067327491,0.00302104498758427,0.16757354493666,0.00092381649994103,0.00869627752427773,0.353510770655728
PPIB,vsBoth,2209,3,2,13.2226590538221,0.00134504268965571,0.00176533210453544,-3.38790274880465,-3.57556761681282,-0.168228135665954,0.000704292316735026,0.000349468834095036,0.866403807303789,0.00221176490189417,0.00113700153980254,1
AL118522.1,vsBoth,2209,3,2,13.0759498657244,0.00144741664906038,0.00189629110294286,-3.33931664760502,-3.56930483620295,-0.246785823100629,0.000839847723087598,0.00035792974742239,0.805073982737411,0.00261245791852481,0.00116311399602932,1
B3GNT4,vsBoth,2209,3,2,13.0321194313974,0.00147948723259933,0.00193746944554404,-3.47228735730614,-3.47172641463055,0.17456154535584,0.000516043645558808,0.00051712305232746,0.861424166920871,0.00164669622753111,0.00164976165542457,1
NAP1L1,vsBoth,2209,3,2,12.9672350242627,0.00152827212451941,0.00199999715196798,-2.70841056873132,-3.55225187691516,-1.3824907240414,0.00676063299230178,0.000381949053714193,0.166821076683149,0.0183348613602269,0.00123714174405536,0.352048361898168
SOD2,vsBoth,2209,3,2,12.8931392356635,0.00158595327385756,0.00207266810069045,-2.75873156304191,-3.55564950327097,-1.29557196867644,0.00580261781575117,0.000377046462797269,0.195122991704831,0.015930612226025,0.00122181971383823,0.405549450073491
ARF1,vsBoth,2209,3,2,12.8680630552681,0.00160596328055238,0.0020979138338705,-3.28643397721523,-2.03613924109468,2.41323599858564,0.00101464556290506,0.041736375297018,0.0158115778950853,0.00312456612996873,0.0979109439434081,0.0400100105362626
TLE5,vsBoth,2209,3,2,12.5886246960581,0.00184677879756936,0.00240641905388785,-2.86436283090772,-3.53768286396675,-1.06797004085157,0.00417849084580026,0.000403654566280358,0.28553402608234,0.0117602933241254,0.00130346228461693,0.574570614344949
WARS,vsBoth,2209,3,2,12.4377373091493,0.00199149701428159,0.0025894224071756,-3.51840895930592,-2.86327037773618,1.35429103093446,0.000434142750746137,0.00419292601156145,0.175643546480385,0.00139760932003383,0.0117971956251004,0.369064696030727
MYL12A,vsBoth,2209,3,2,12.3453046879777,0.00208569667262883,0.00270955727748356,-3.37457314696477,-3.38390425608376,0.151884205590475,0.000739302654938446,0.000714629186614749,0.879278265871792,0.00231599949509684,0.00224185719726542,1
PSMB2,vsBoth,2209,3,2,12.2106952207014,0.00223090574933783,0.00289290530262431,-3.21638997386271,-2.01453007151272,2.32261268854866,0.00129814299888776,0.0439539109342542,0.0201999684646802,0.00394443700537042,0.102743563639394,0.0500534664792034
PGLS,vsBoth,2209,3,2,12.1312633821781,0.00232129121232191,0.00300643440076119,-2.45049403681325,-3.38675445014349,-1.56162120510574,0.0142660325621487,0.000707246577345852,0.118377250992373,0.0363710378222057,0.00222052089845015,0.256620804595651
MIR210HG,vsBoth,2209,3,2,12.1222260301229,0.00233180410957644,0.0030196813372839,-2.29189045678391,-3.32875017521345,-1.75050197512956,0.0219119650876679,0.000872366172334293,0.0800317336286709,0.0539190907621192,0.00270715477073599,0.178874787938064
TMEM132A,vsBoth,2209,3,2,12.0565336596019,0.00240966672409178,0.00311727660469299,-2.44225868603422,-3.37608478414209,-1.55765409148052,0.0145956838263462,0.000735252579977336,0.119315268723944,0.0371583347455652,0.00230398672635814,0.258486608904966
CD164L2,vsBoth,2209,3,2,11.9966777627033,0.00248287309985531,0.00321080497293439,-3.28031651077757,-2.20266310342149,2.10239093230545,0.00103690688440698,0.0276185026489563,0.0355190448545534,0.00318907904096598,0.0668529527298641,0.0843804131638668
FBXO32,vsBoth,2209,3,2,11.9168643977428,0.00258395993329864,0.00333786416874199,-2.75055831192642,-3.43681874045535,-1.0969348303313,0.00594938017293131,0.000588589355361231,0.272669881556222,0.0163004261547289,0.00186538944802702,0.550902562464151
HES4,vsBoth,2209,3,2,11.9038275993817,0.00260085823070105,0.00335928344697577,-3.43438499654923,-2.74552145860284,1.4107542330781,0.000593900021445195,0.00604148163270803,0.158317093620505,0.0018814398049195,0.0165354600928379,0.335573169297535
NCOA4,vsBoth,2209,3,2,11.711882824472,0.00286283922023881,0.00369024135125075,-3.36301247612673,-3.19261545429412,0.474593094398959,0.000770968794062165,0.00140990568850865,0.635077029274883,0.00241039866523569,0.00426464572455122,1
ATP6V1F,vsBoth,2209,3,2,11.6736810795646,0.00291804753197867,0.00375934875565341,-2.69488037718323,-3.39704207710832,-1.12832021326174,0.00704139052962609,0.00068118491802649,0.259184709934809,0.0190277656767733,0.00214318422346941,0.526061937068989
YME1L1,vsBoth,2209,3,2,11.6177102719475,0.00300086368732287,0.00386416329177134,-3.30691933108082,-3.24595131747256,0.274953556133886,0.000943280519012385,0.00117058855234416,0.783351920327767,0.00291453406492629,0.00357473358852562,1
SH3BGRL3,vsBoth,2209,3,2,11.3239416239858,0.0034756602709242,0.00446227216012145,-2.36146572460068,-3.27011480171536,-1.51640503080741,0.0182028545113901,0.00107503845526697,0.129416967760892,0.0455629418937571,0.0032997133967036,0.27882364845367
NDRG2,vsBoth,2209,3,2,10.9574768878001,0.00417459286040652,0.00533151984213947,-3.19547797712035,-2.26113225253818,1.84037523087192,0.00139599436429538,0.0237510687165537,0.0657131673280718,0.0042254350585119,0.0581149182294957,0.149223302011492
TMEM50A,vsBoth,2209,3,2,10.8740070487684,0.00435250592783809,0.00555138253055528,-3.04516249360938,-3.25494682691264,-0.225146525685195,0.00232554627574283,0.00113413597761195,0.821865287719454,0.00682464817725815,0.00346955687951101,1
DCTD,vsBoth,2209,3,2,10.8522138901362,0.00440019269337443,0.00561085432268572,-3.132115533802,-3.2000744963688,0.0343085485399489,0.00173551565767946,0.00137392070634004,0.972631108134974,0.00518560209751828,0.00416262713351384,1
C1QL1,vsBoth,2209,3,2,10.765980886129,0.00459406308363658,0.0058496228418416,-2.61548660691377,-3.26682217376046,-1.04086477183326,0.00891004155275804,0.00108761975029122,0.297938313512045,0.0235991878638202,0.00333584130569363,0.597239115750699
CTSD,vsBoth,2209,3,2,10.7397574632905,0.00465469574335327,0.00592326934619609,-3.26272203915737,-2.6115304781223,1.33441151770699,0.00110347692469283,0.0090137952969227,0.182069027410714,0.00338156775994058,0.0238544985741093,0.380949467814475
CCDC134,vsBoth,2209,3,2,10.562207870079,0.00508681218177233,0.00646035811261568,-2.35797385272438,-3.18243144052704,-1.36513977373099,0.0183749871704964,0.00146044087523702,0.172209123173387,0.0459540897534722,0.00440877545164692,0.362432093233624
PET100,vsBoth,2209,3,2,10.5379661683182,0.00514884385255286,0.00653600767560788,-3.22530452347236,-2.54775821715768,1.37994701482855,0.00125838737968152,0.0108417583776624,0.167602959379206,0.00382907768367616,0.0282488497612302,0.353530984959617
AL121845.1,vsBoth,2209,3,2,10.5112398172096,0.00521811053752336,0.00662195341914698,-3.16958579522634,-2.3350234227205,1.6595953668307,0.00152656382596066,0.0195421971641906,0.0969958810376528,0.00459802976965538,0.0485766300988465,0.213744261007565
CNTN1,vsBoth,2209,3,2,10.5023671071049,0.00524131135404828,0.00665059991860477,-1.96017977739615,-3.02558460760404,-1.81842724083169,0.049974781276578,0.00248152965568449,0.0689988579731517,0.115795119285478,0.00724424056589854,0.156160689266926
CREG1,vsBoth,2209,3,2,10.4798661603072,0.00530061154011196,0.00672383287376571,-3.17165041416593,-3.03754001919558,0.399757678633678,0.00151575350169745,0.00238517731367269,0.689335004874909,0.00456698776064996,0.00698354844678829,1
ABHD14B,vsBoth,2209,3,2,10.4338923777568,0.00542386732768422,0.00687483613993833,-3.22905258893971,-2.70033363755998,1.1124305331032,0.00124201053296517,0.00692699710673136,0.265953082682927,0.00378268917830808,0.0187451650275164,0.538410014980224
RBM42,vsBoth,2209,3,2,10.3962127085624,0.00552702073651276,0.00700223593907027,-3.21201337665425,-2.87849680811303,0.760457784951495,0.00131808237943727,0.00399575324351776,0.446980993901369,0.00400229442922702,0.0112851804571874,0.861827573978129
MRPL54,vsBoth,2209,3,2,10.2992299859197,0.00580163796836982,0.00734093989636243,-3.0227164532955,-3.1372857296608,-0.0549999518567797,0.00250516852182348,0.0017051986063852,0.95613850214903,0.00730766389625682,0.00510214351660424,1
MYADM,vsBoth,2209,3,2,10.2512923835802,0.00594237620082941,0.00751446195627838,-3.02244986645532,-2.012650904881,1.96744872703899,0.00250737611803642,0.0441513676592247,0.0491315014793867,0.00731250804604633,0.103164540554901,0.11397945671155
TMEM258,vsBoth,2209,3,2,10.2157199337644,0.00604901417267342,0.00764391486400825,-2.71483697449936,-3.19620174532282,-0.730163352188629,0.00663084029750026,0.00139249709026015,0.465290340742736,0.0180056909429125,0.00421580386056002,0.893682320232734
ARHGEF16,vsBoth,2209,3,2,10.1861077985432,0.00613924260128448,0.00775516001638575,-1.96251046351345,-2.99394074915763,-1.75719889591847,0.049703083610833,0.00275399420337764,0.0788839134019994,0.115225485752563,0.00797909318497287,0.176523304080347
AP003419.3,vsBoth,2209,3,2,10.138903584123,0.0062858651576018,0.00793045334622343,-3.07040535726402,-3.05422479147857,0.182570461908937,0.00213768424313434,0.00225642936779005,0.855135062738195,0.00631039290982215,0.00663455738567606,1
S100A9,vsBoth,2209,3,2,9.97710683428249,0.00681551657403572,0.00858335696835824,-2.82071352304462,-3.14644164562893,-0.444919347110686,0.00479169728130211,0.00165270237302913,0.656378040521141,0.0133359556184998,0.00495504947608073,1
NEU4,vsBoth,2209,3,2,9.89502434775568,0.00710105315760569,0.00893234635148988,-2.00484242704937,-2.98098577495261,-1.65563544422205,0.0449798952164002,0.00287322138899941,0.0977956677909191,0.104962902490843,0.00830069328728381,0.215373583252595
AL121929.2,vsBoth,2209,3,2,9.84298627717999,0.00728824036537019,0.00916074221749624,-3.09302236652608,-2.90595984632661,0.49107552970683,0.00198129202061087,0.00366128429561524,0.623373028061957,0.00587499499186183,0.0104031752595989,1
SPARC,vsBoth,2209,3,2,9.84267942615134,0.00728935865318153,0.00916160471389496,-2.70385728628766,-3.13648425110181,-0.643044811623901,0.00685397193012745,0.0017098661987404,0.520195023179349,0.0185616402936829,0.00511410651992387,0.986558956294249
AC027601.6,vsBoth,2209,3,2,9.76183878150187,0.00759003261296169,0.00953046674716491,-2.9768863819338,-3.03012668882579,0.0530250972164045,0.00291191901593457,0.00244451176380132,0.957711911151807,0.00840386428138959,0.0071435847051676,1
KRT7,vsBoth,2209,3,2,9.74604521876427,0.00765020671926888,0.00960431837697069,-3.02619065664828,-2.9763126535102,0.240973918439263,0.00247656088876336,0.00291737270659806,0.80957533101784,0.00723131439854148,0.00841778664095451,1
BPTF,vsBoth,2209,3,2,9.71193460470204,0.00778180235580895,0.00976721454745855,-2.3153662082553,-3.06686200007448,-1.23602906604065,0.0205928991990593,0.00216318700204238,0.216447759701455,0.0509586351102351,0.00638004161125208,0.446177901295703
PNRC1,vsBoth,2209,3,2,9.59895883829267,0.00823403241310671,0.0103152844463871,-3.09007717955399,-2.74485794628042,0.775413362478034,0.00200104490099087,0.00605370956591247,0.438095441695437,0.00593126478301684,0.0165655365177233,0.846465352662352
EI24,vsBoth,2209,3,2,9.38576615833335,0.00916023835664664,0.011440450837956,-2.9980932871202,-2.88041614563692,0.361523529825089,0.00271674500684128,0.00397150582081945,0.717708118473084,0.00787970980994998,0.011220846802926,1
ACTR3,vsBoth,2209,3,2,9.15474710322542,0.0102818656535524,0.0127960554940584,-2.91108412338228,-2.0399975860276,1.71237287769363,0.00360177030196669,0.0413505661648067,0.0868279740438707,0.010244002844723,0.0970739937384342,0.192879720691124
RUVBL2,vsBoth,2209,3,2,8.98714843488233,0.011180610375502,0.013877911356502,-2.99731405326671,-2.5778345796875,0.90435277112124,0.00272369962832389,0.00994215799626889,0.365808372958191,0.00789773945255681,0.0260963348053631,0.719322700730185
NDUFA3,vsBoth,2209,3,2,8.939840760896,0.0114482273169501,0.0141992842235328,-2.74764846200137,-2.95664470766235,-0.238599354442495,0.00600243272821985,0.00311006256685167,0.811416265752768,0.0164361545028029,0.00893520607876296,1
TM4SF1,vsPattern_1,2209,3,2,8.92951897848343,0.0115074630958653,0.0142719197485746,-2.77555797355143,-1.7760787030292,1.93654594122127,0.00551070736508447,0.0757199459343055,0.0528008715420078,0.0151845428931362,0.170069351897303,0.121789303787944
RHEB,vsBoth,2209,3,2,8.87476716605306,0.0118268420241098,0.0146568783352154,-2.96214485719966,-2.68483930888844,0.646859003244361,0.00305504017392471,0.00725646850647194,0.517723201108651,0.00878798549949685,0.0195634917719856,0.982602879969068
RHOC,vsBoth,2209,3,2,8.79572827670199,0.0123035906264965,0.0152192422877081,-2.9273583925318,-2.23772758259648,1.38679206361117,0.00341854696387685,0.0252388253983855,0.165505177841719,0.0097596121361417,0.0614991527158547,0.349470544533631
PTOV1-AS1,vsPattern_1,2209,3,2,8.6946368703093,0.012941469481958,0.0159831067932174,-2.817428476826,-1.93664286720156,1.72513800903921,0.00484098954373956,0.0527890140808542,0.084502604156264,0.0134633334453224,0.121767205616629,0.188081336207961
CTSL,vsBoth,2209,3,2,8.67676237633259,0.0130576489802333,0.0161201538063952,-2.94296437576228,-2.43552462299918,1.05985516970634,0.00325085824332707,0.014870212498009,0.289210493372824,0.00931469123106755,0.0378061624191492,0.581377993631992
ALS2CL,vsPattern_1,2209,3,2,8.63808799245999,0.0133126043608573,0.0164242494043558,-2.78472144147774,-1.87197022417103,1.78100150819142,0.00535737256377137,0.0612107230515622,0.0749122043548581,0.0147902312717653,0.139657282620907,0.168481573912402
EIF4E,vsBoth,2209,3,2,8.52697072347837,0.0140731667551809,0.0173343415074998,-2.80889691844677,-2.80805091527585,0.141916588129893,0.00497115608949821,0.00498423458203155,0.887145891503215,0.0137987898554025,0.0138315031382846,1
BANF1,vsPattern_1,2209,3,2,8.47673028069767,0.0144311654982454,0.0177660106868314,-2.76786748885802,-1.87701458006524,1.74076943790666,0.00564243922234931,0.060516095585221,0.0817240011232921,0.01551953735189,0.138166748909467,0.182382678799458
ZFYVE16,vsBoth,2209,3,2,8.45021755353628,0.0146237438994747,0.0179999559909766,-2.9067763814493,-2.48633913935242,0.901550289529126,0.00365174145714123,0.0129064903970766,0.367295807960303,0.0103777144034966,0.0331307681781242,0.72198210755352
CTDNEP1,vsPattern_1,2209,3,2,8.36573505272918,0.0152547015304381,0.0187493731696643,-2.66438762356202,-1.6719141944251,1.91838761691887,0.00771286314013409,0.0945412433592061,0.0550618800378094,0.0206813324813523,0.208765241240549,0.12661130931169
AC139100.1,vsBoth,2209,3,2,8.3423350709636,0.0154342295896333,0.0189590388731241,-2.81505309973744,-2.05236412592246,1.51259247192984,0.00487691749812207,0.040134288212889,0.130383207577763,0.013557612619669,0.0944799694083232,0.280792250919927
TTC39A,vsBoth,2209,3,2,8.29104597783225,0.0158351521762753,0.0194413857321114,-2.75450670727074,-2.78327046153743,0.0859373726673937,0.0058780685132134,0.00538139256670022,0.931516202297553,0.0161178971414462,0.0148542434026011,1
CAPNS1,vsBoth,2209,3,2,8.23522146280266,0.0162833733539099,0.0199766455605481,-2.86926662567827,-2.41243273193514,0.965144096765968,0.00411424820582341,0.0158464612809657,0.334472642704344,0.011590463338304,0.0400868995451034,0.662896193401138
ITGB6,vsBoth,2209,3,2,8.22311628142415,0.0163822288118858,0.0200897858587863,-2.8526395057208,-2.5788792999246,0.635008485833686,0.00433577766129979,0.00991214138124319,0.525422880551481,0.0121664769530376,0.0260328797164386,0.995696839338487
HIST1H1C,vsPattern_1,2209,3,2,8.21730259905598,0.0164299186290651,0.0201447733008771,-2.70373542544162,-1.79653261316042,1.76697343284691,0.00685648581941744,0.0724098507229525,0.0772326776747373,0.0185675080337657,0.163327596986885,0.17317606443143
DUSP1,vsBoth,2209,3,2,8.20107306958562,0.0165637859697563,0.0203077341226288,-2.73896594167854,-2.76861390374815,0.0835701386440554,0.00616327578204163,0.00562953038523694,0.933398209768448,0.0168343460989847,0.0154864210875361,1
TECR,vsBoth,2209,3,2,8.19807380335624,0.0165886442061598,0.0203358593376044,-2.75073681598022,-2.75677900483313,0.126619454685399,0.00594613947422434,0.00583737889287181,0.899241598264925,0.0162928547831413,0.0160178227940376,1
PTPN12,vsPattern_1,2209,3,2,8.1133022975464,0.0173068803444206,0.0211930571147993,-2.68125638656175,-1.77273232919099,1.76822647617083,0.00733462968806048,0.0762730713593702,0.0770230496776959,0.019759272906055,0.171211018727183,0.172749482077832
PYURF,vsPattern_1,2209,3,2,7.7687741947484,0.0205604264398136,0.0250441041996534,-2.67605924233451,-1.8641441032541,1.59419102141931,0.00744934761662997,0.0623014704978616,0.110893256904857,0.0200400529122259,0.141958161026188,0.241650690385802
TSPO,vsPattern_1,2209,3,2,7.70360359969163,0.0212414291339548,0.0258454046784829,-2.51692092963746,-1.52317190825789,1.91331138451896,0.0118385393968298,0.127715702241247,0.0557082011588816,0.030614188097856,0.275491300599283,0.127976424312671
AGTRAP,vsPattern_1,2209,3,2,7.66662287892996,0.0216378444504251,0.0263081149081004,-2.65645211802037,-1.8466661636312,1.58938113454654,0.00789676642457314,0.0647955385266641,0.111974371164849,0.0211267834735766,0.147289628892669,0.243857526517094
OS9,vsBoth,2209,3,2,7.61685689025398,0.0221830134005558,0.0269493172023139,-2.71514799247955,-2.0472890185177,1.33702314207644,0.00662461595817033,0.040629715483199,0.181215082957998,0.0179915297451137,0.0955663232147483,0.379355664923034
CNIH1,vsBoth,2209,3,2,7.60603524300859,0.0223033670861357,0.0270862187025222,-2.70522477804189,-2.58207579477892,0.356727816550227,0.0068258184339079,0.00982080136361607,0.721295579219441,0.0184947620311358,0.0258158088538862,1
TAP1,vsBoth,2209,3,2,7.54364327994699,0.023010108951719,0.0279205299360935,-2.7432147019227,-2.26030002246864,1.00575666562368,0.0060840891115642,0.0238026365949677,0.314532637431138,0.0166393023170825,0.0582331030616993,0.626814845706816
CAST,vsBoth,2209,3,2,7.52780706522753,0.0231930286981528,0.0281279979115103,-2.69417961236067,-2.56340768858519,0.369887550588259,0.00705621286472274,0.01036502594632,0.711466277820471,0.0190639664332445,0.0270998756994866,1
PTTG1IP,vsPattern_1,2209,3,2,7.50606010806041,0.0234465936673235,0.0284192605915658,-2.5902325705163,-1.73156104328401,1.67400446183633,0.00959111105265221,0.0833517474225665,0.0941297224616164,0.0252529878821198,0.185720792827966,0.207908033115906
CALCA,vsPattern_1,2209,3,2,7.49739006090203,0.0235484558316453,0.0285362010057939,-2.58236929805611,-1.7155270394542,1.68830857494774,0.00981245220446596,0.0862486422997641,0.0913520100284483,0.0257976657485095,0.191704276513166,0.202257298679364
SSR4,vsBoth,2209,3,2,7.47545159306082,0.0238081862697839,0.0288344646985907,-2.70046986656511,-2.07016620308909,1.26873672754161,0.00692416091795185,0.0384367829988992,0.204534978542152,0.018739011425907,0.0907555424617038,0.423400231573786
NDUFB7,vsBoth,2209,3,2,7.45839893694301,0.0240120505482195,0.0290730646284775,-2.10455058223624,-2.70570877997317,-0.976145726828051,0.0353304471653044,0.00681587887782659,0.328992253985796,0.0839659431831015,0.018469702084034,0.652929850762726
SLC12A5-AS1,vsBoth,2209,3,2,7.39266181731182,0.0248144059679427,0.0300136822440553,-2.68244303578112,-2.51401993150563,0.437026146867866,0.00730865976907036,0.0119363687740119,0.662092385832526,0.0196962561545225,0.0308403289833128,1
LINC02433,vsPattern_1,2209,3,2,7.39192938271844,0.0248234950968117,0.0300212506580937,-2.49133041179943,-1.54421813126817,1.82814428436671,0.0127265706458829,0.122535497862803,0.0675279002295021,0.0327050237866662,0.2650868367633,0.153058279582661
IFITM1,vsBoth,2209,3,2,7.3775000894002,0.0250032354446899,0.0302300051966562,-2.68513462747445,-2.49803108529944,0.470762193218234,0.00725005961777024,0.0124885242195209,0.637810565702834,0.019550186118356,0.0321365267159821,1
ADCK5,vsBoth,2209,3,2,7.29726307283545,0.0260267210397534,0.0314333883689844,-2.68019211785089,-2.10049162515038,1.17670053907305,0.00735799169030836,0.0356856165600358,0.239315052621479,0.0198132265666823,0.0847271977622801,0.489410722144989
CHPF,vsBoth,2209,3,2,7.26074547784265,0.026506302636695,0.0319943717867382,-2.69343519589177,-2.24815372987913,0.935575678764025,0.00707198918777038,0.0245663889529836,0.349491701695885,0.0191017646236469,0.0599480423649399,0.690054171064889
RECQL4,vsBoth,2209,3,2,7.19639360532256,0.0273730369594298,0.0330048622491208,-2.54377630589455,-2.61095534176265,0.00630495827646449,0.010966128750725,0.00902896835135653,0.994969404464515,0.028541715741046,0.023886289367928,1
