Gene,Pattern_1 x Pattern_4,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
EXTL1,vsBoth,2209,3,2,115.802269870022,7.14260447919451e-26,1.63159494475718e-25,-8.39739894165603,-3.59317465737194,9.06133867814869,4.56477106191615e-17,0.000326673460891796,1.28859234936405e-19,2.32756318506057e-16,0.00106646989448577,6.88150006583691e-19
AC009686.2,vsBoth,2209,3,2,102.225185332951,6.33990936361811e-23,1.38397094859255e-22,-7.27050700731522,-2.47909618897356,8.98196586987806,3.58140731554943e-13,0.0131715779999008,2.65971343264427e-19,1.67740848152875e-12,0.033757770932555,1.41261450939468e-18
CBLN2,vsBoth,2209,3,2,91.1081788852289,1.64478950783414e-20,3.4457535752008e-20,-2.11709419461071,-6.70221969575484,-8.14169638147007,0.0342518543037578,2.052770916992e-11,3.89777690478412e-16,0.0815947554214601,9.22427385084431e-11,1.95246640421549e-15
FOXO6,vsBoth,2209,3,2,90.0323512478099,2.81658803565552e-20,5.87970031702313e-20,-6.57029302695861,-1.97888380700284,8.58721393778613,5.02163404744543e-11,0.0478290898139054,8.91036239067146e-18,2.23193937491096e-10,0.111175036513584,4.60483532980603e-17
KANK4,vsBoth,2209,3,2,85.4107797633942,2.83978085422281e-19,5.82488859940855e-19,-6.80559904539532,-2.49133196568839,8.10046448196696,1.00629617949401e-11,0.0127265149804601,5.47497468459951e-16,4.56056839720174e-11,0.0327050237866662,2.7338066870496e-15
NUPR1,vsBoth,2209,3,2,82.2902430264458,1.35176366814049e-18,2.73460977536331e-18,-6.46592297987466,-2.14466575450733,8.0960602795948,1.00682353061538e-10,0.0319795808344062,5.67677016393644e-16,4.43224471273042e-10,0.0765534478004644,2.83403953348575e-15
KCNIP3,vsBoth,2209,3,2,80.8378072148271,2.79442976602014e-18,5.62360424534216e-18,-7.13272474292958,-3.17963388418808,7.4671477262078,9.84012191008566e-13,0.00147461231706312,8.19517493268103e-14,4.56084277610991e-12,0.00444936678990876,3.89912424421634e-13
HSPA1A,vsBoth,2209,3,2,78.8681315237445,7.48174394112154e-18,1.49402351463176e-17,-7.78909454200192,-4.37378900904129,6.53261095827397,6.74910938997342e-15,1.2210840230823e-05,6.46328791985922e-11,3.29134481084259e-14,4.4371224696878e-05,2.86342234593846e-10
AC004233.2,vsBoth,2209,3,2,77.1712424424622,1.74774320695934e-17,3.46007462345088e-17,-6.67545503962622,-2.66625486896669,7.54521923839107,2.464662180467e-11,0.00767015197180416,4.51527259534933e-14,1.10463630646173e-10,0.0205729956439032,2.15885335587029e-13
AC092171.3,vsBoth,2209,3,2,63.7621497559276,1.42634670553672e-14,2.66339314817218e-14,-5.8662514727788,-2.13274580411717,7.00886684498509,4.45757580605605e-09,0.0329455842594504,2.40255966000186e-12,1.86922480166443e-08,0.0787249309663488,1.10391000513428e-11
IGLC1,vsBoth,2209,3,2,63.4046200029388,1.70553918869699e-14,3.17884558877834e-14,-4.1491427700753,-7.10679875845618,-5.11271263546019,3.33722634283834e-05,1.18765408618704e-12,3.17565203828827e-07,0.000118026711435956,5.49186037363686e-12,1.24561771823075e-06
ADM,vsBoth,2209,3,2,61.9504388180485,3.52884948500507e-14,6.53640216917643e-14,-6.26163119633424,-2.81047418971602,6.52075297193304,3.80971099045348e-10,0.00494685564860879,6.99553149164614e-11,1.64848065658606e-09,0.0137356150766511,3.0948629476361e-10
