Gene,Pattern_6 x Pattern_7,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
MSLN,vsBoth,431,3,2,61.3040388550526,4.87525238499298e-14,1.0644504176084e-10,-2.29848456139031,-7.64062703196994,-3.60732573741693,0.0215342255833059,2.16166400817427e-14,0.000309369179699719,0.0394355378041471,1.94290361054704e-11,0.00144823447246931
HLA-A,vsBoth,431,3,2,53.467378581419,2.45304920753297e-12,2.85649403386522e-09,-2.63491697848542,-7.23056550739493,-2.90206344122034,0.00841578646085455,4.80986908915874e-13,0.00370713456964441,0.017587265868301,3.40704077981201e-10,0.00881474219893228
HLA-DRA,vsBoth,431,3,2,50.2637342088564,1.21721920691708e-11,1.11900883616951e-08,-2.96933137354383,-7.06348915167275,-2.39510851905437,0.00298448563887865,1.62372883194184e-12,0.0166154468304967,0.00733312108317148,9.12129671343327e-10,0.0315195517333273
ACTG1,vsBoth,431,3,2,47.5896261913411,4.63493848582896e-11,3.11378732815286e-08,-2.79850326223728,-6.8637534846023,-2.42404530180502,0.00513400508267539,6.70743397776008e-12,0.0153486906876396,0.0115418803609521,2.15308630686099e-09,0.029427054586285
FTH1,vsBoth,431,3,2,47.0410739202493,6.09762324209783e-11,3.67266155757665e-08,-2.34502636221972,-6.76070025303857,-2.84553122236139,0.0190257343258447,1.37326375600698e-11,0.00443374126109216,0.035445430333507,3.85715457468459e-09,0.0102128309725003
TMSB10,vsBoth,431,3,2,45.0515475702721,1.64884846588627e-10,8.47071651577516e-08,-1.99076030083959,-6.55459408497998,-3.07346119356964,0.0465072457642503,5.5793429848965e-11,0.00211591205264882,0.0779998830239429,1.09015510322282e-08,0.00552522298931074
PKM,vsBoth,431,3,2,44.9329256200389,1.74960162632498e-10,8.73151188771953e-08,-3.62132618961235,-6.69394289841685,-1.37137325798191,0.000293096689069993,2.17236213849346e-11,0.170258629397316,0.00139383758802174,4.8812977251948e-09,0.24610559038647
ACTB,vsBoth,431,3,2,42.6254844239486,5.54617620350367e-10,2.42187649366496e-07,-3.16286914953242,-6.52831592588616,-1.74791121426458,0.00156222532200358,6.65132880127387e-11,0.0804794026867292,0.00432838507835025,1.24546131803853e-08,0.126282973349917
TUBB,vsBoth,431,3,2,41.8218832761001,8.28883386756705e-10,3.48778700524138e-07,-2.92535924754645,-6.45930100023142,-1.95652976703918,0.00344058779725998,1.05187707045596e-10,0.0504027793945592,0.00824730972292623,1.81812905947272e-08,0.0837685246298628
BCL2L1,vsBoth,431,3,2,41.0140067082906,1.24142818978758e-09,4.51750545646242e-07,-2.18058912546942,-6.31112749566117,-2.66576570295598,0.0292138201758752,2.77009863783298e-10,0.00768132055994736,0.0514044275138541,4.14960775947381e-08,0.0162906345428992
HLA-B,vsBoth,431,3,2,40.2489384965068,1.81992736088949e-09,6.11320600243399e-07,-2.42042533399196,-6.29334014456608,-2.38451872321802,0.0155023625784906,3.10706461433548e-10,0.0171014777530864,0.029671046604658,4.37006365073749e-08,0.0323689928051043
SNX3,vsBoth,431,3,2,38.3129328914045,4.79128858663841e-09,1.41846504648836e-06,-3.98559185994113,-6.08814311585999,-0.47719881415007,6.73121292998307e-05,1.14227742800256e-09,0.63322055547494,0.000488692583317349,1.31797964067411e-07,0.74631344775882
CST3,vsBoth,431,3,2,37.1430909423784,8.59964020500710e-09,2.42274057194934e-06,-2.18983811285381,-6.02551230542872,-2.42501393589313,0.0285359795637024,1.68574790658011e-09,0.0153077991219365,0.0503694784600466,1.64690241134152e-07,0.0293862662340806
CD74,vsBoth,431,3,2,37.0836052999523,8.85925953299365e-09,2.45626486131429e-06,-3.30988889583626,-6.07991948145571,-1.22249920896632,0.000933330105724968,1.20242913368132e-09,0.221518902844547,0.00302625216098702,1.31797964067411e-07,0.308397134257557
CTSD,vsBoth,431,3,2,37.0384790843324,9.06142411492615e-09,2.47306085961586e-06,-3.44424794829535,-6.06476281386181,-1.06075200994911,0.000572650286785625,1.32148524011793e-09,0.288802616827058,0.00219393895039608,1.38110573699767e-07,0.385699542353878
EZR,vsBoth,431,3,2,36.5875428613749,1.13531405518792e-08,3.05085086184113e-06,-2.55090073094236,-6.0280371155399,-2.0252533801861,0.0107444924399071,1.65962942899927e-09,0.0428413529383506,0.0216528022533375,1.64690241134152e-07,0.0723995712215679
HLA-DRB5,vsBoth,431,3,2,35.7583458166795,1.71859627015335e-08,4.41451780158362e-06,-2.21940702929568,-5.92305601617225,-2.30943835503124,0.0264590458738845,3.16013138813997e-09,0.0209192687277766,0.0472791062255415,2.7310827804425e-07,0.038450385956085
HSP90AB1,vsBoth,431,3,2,35.5305941881895,1.92588123972539e-08,4.73793910060329e-06,-2.65535388732039,-5.95125985157192,-1.84706518335169,0.00792252465697822,2.66086231850578e-09,0.0647376937536259,0.0167154111776808,2.46052748120304e-07,0.104463625037269
IGLC2,vsBoth,431,3,2,35.1067676629782,2.38046753689253e-08,5.39995148920803e-06,-2.81292452175121,-5.92346393282215,-1.64928921298843,0.0049093173180053,3.15229891791025e-09,0.0990883984976814,0.0111370378733548,2.7310827804425e-07,0.152084447694187
GAPDH,vsBoth,431,3,2,35.0312507640054,2.47206877781646e-08,5.46577535976205e-06,-2.87417592047441,-5.91835615430656,-1.57700601381853,0.00405083260036827,3.25175222027759e-09,0.114794141323891,0.00951120256324714,2.75724046753349e-07,0.173290181763375
PFN1,vsBoth,431,3,2,35.0026453338226,2.50768013570921e-08,5.4752061163041e-06,-3.72453541015573,-5.83806823356754,-0.565925439202879,0.000195675246372251,5.28095309528883e-09,0.57144446737197,0.00104686256809154,3.95543386837134e-07,0.687569327006595
PSAP,vsBoth,431,3,2,34.7461392846581,2.85083262752927e-08,5.99945704880167e-06,-2.54085199315729,-5.87910171541486,-1.91626171695802,0.0110582720298185,4.12498850420971e-09,0.0553317911564997,0.0221362469942113,3.31030327462829e-07,0.0910846408268533
AEBP1,vsBoth,431,3,2,33.8019442713416,4.57089308067844e-08,9.07270334547844e-06,-2.07329316765897,-5.7455672342981,-2.32882335226869,0.0381450041726359,9.16133448452059e-09,0.0198684257591179,0.0653540406983704,5.53992828305076e-07,0.0368352744890576
YWHAZ,vsBoth,431,3,2,33.8126841500439,4.54641344795118e-08,9.07270334547844e-06,-2.2086591059265,-5.76689559940873,-2.19539498457856,0.0271983608546923,8.07450360340876e-09,0.0281352765771935,0.0483502506649474,5.33629694025279e-07,0.0498137608070684
CSNK1E,vsBoth,431,3,2,33.761950259291,4.66321728445161e-08,9.15195688848498e-06,-2.33731512021765,-5.77900514901031,-2.06199500982444,0.0194228049158091,7.51436271003572e-09,0.0392082110710437,0.0360984637269008,5.05713530039925e-07,0.0669205091353098
HLA-DQB1,vsBoth,431,3,2,33.4947410046842,5.32978149277425e-08,1.01267608642511e-05,-3.43312706055239,-5.74798024607399,-0.817519687283899,0.000596662412657965,9.03157875096513e-09,0.413631503198392,0.00224572938231566,5.53992828305076e-07,0.525695694392978
CTSH,vsBoth,431,3,2,33.4918134860018,5.33758872278002e-08,1.01267608642511e-05,-3.43095452823782,-5.74802141417907,-0.819970543265733,0.000601461412314761,9.02938057866126e-09,0.412232899854969,0.0022544505884222,5.53992828305076e-07,0.524444384983924
CLTC,vsBoth,431,3,2,33.4715964396984,5.39181748654807e-08,1.01267608642511e-05,-3.66506527386247,-5.70409814385646,-0.524006229909678,0.000247275508045687,1.16960676023075e-08,0.600274206773497,0.0012333586383544,6.33278648250241e-07,0.714037132144017
TPM3,vsBoth,431,3,2,33.3137383023134,5.83463431483794e-08,1.0727742902871e-05,-3.67477850717327,-5.68660957918842,-0.499085844193566,0.000238055842025877,1.2958624828302e-08,0.617718909617242,0.00119533290956904,6.84317800269884e-07,0.731496384669271
EDF1,vsBoth,431,3,2,33.108493689808,6.46519968640457e-08,1.16420250435493e-05,-4.72662029457894,-5.19164526018639,1.07080548448978,2.28287573516359e-06,2.08443867394095e-07,0.284256900373371,3.74424947219897e-05,5.92877683588013e-06,0.380760211707281
CFL1,vsBoth,431,3,2,33.0133460616595,6.78020754691131e-08,1.19926410310916e-05,-2.9664698010708,-5.74401899109851,-1.33362904901436,0.00301239943166908,9.24554119334239e-09,0.182325457871867,0.00738152837836469,5.53992828305076e-07,0.261112367009615
LYZ,vsBoth,431,3,2,33.0083323179844,6.79722598086715e-08,1.19926410310916e-05,-2.6245207988295,-5.73979205704149,-1.71074616352398,0.00867709928419669,9.47928733960197e-09,0.0871279817844361,0.018078295866101,5.59128899095955e-07,0.135485519079327
PABPC1,vsBoth,431,3,2,32.9834300445006,6.8823882543485e-08,1.20214675638705e-05,-3.15385342576445,-5.73165477986275,-1.11512823015206,0.00161129991516769,9.945553461504e-09,0.264795475699498,0.00442118200017248,5.73016887897423e-07,0.358863349756798
TUBA1B,vsBoth,431,3,2,32.930613828451,7.06656022026845e-08,1.21011379771989e-05,-2.7747929230963,-5.73800037907213,-1.54207461806543,0.00552368660579095,9.58009017142601e-09,0.123055462077033,0.0123013415884885,5.59128899095955e-07,0.184260172640125
PA2G4,vsBoth,431,3,2,32.7973654987006,7.55340152264416e-08,1.26860831150025e-05,-3.97911315101496,-5.54885535369507,-0.0492639366036541,6.91728156499599e-05,2.87545946826993e-08,0.960708959025378,0.000495004193520573,1.23116889789696e-06,1
CAP1,vsBoth,431,3,2,32.6162353982073,8.26940901229191e-08,1.3755252608939e-05,-3.03141202328326,-5.70617177269945,-1.23082158424051,0.00243412842993733,1.15545395669377e-08,0.218389600948309,0.00618814281445251,6.33245131875832e-07,0.304229034923032
HNRNPD,vsBoth,431,3,2,32.1565802172394,1.04060840024052e-07,1.60596846618718e-05,-3.49844707154363,-5.6097741391272,-0.63331348592383,0.000467975963846807,2.02590841718954e-08,0.526528948331818,0.00191899405543844,9.28012766575223e-07,0.643344506199889
PDIA6,vsBoth,431,3,2,32.08155973067,1.08038319200976e-07,1.64096114911605e-05,-2.65832460812625,-5.66157449827419,-1.61001583506551,0.00785302141636058,1.49990364282377e-08,0.107394399394568,0.0165999427305383,7.71955111358282e-07,0.1634377986719
GNAS,vsBoth,431,3,2,31.9857179316059,1.1334166842264e-07,1.70667148477436e-05,-2.70330133036566,-5.6544842855546,-1.55424382422488,0.00686544757789331,1.56314897938593e-08,0.120126267623734,0.0148547527275169,7.71955111358282e-07,0.180370012262298
LGALS1,vsBoth,431,3,2,31.9485017855169,1.15470483615262e-07,1.72386575838273e-05,-3.17803489362079,-5.63469033012947,-1.00997920745147,0.00148276904740253,1.75373179253422e-08,0.31250525190276,0.00416993998687546,8.47448459747181e-07,0.413058412367942
MIF,vsBoth,431,3,2,31.8575380916991,1.20843556926799e-07,1.78879187189865e-05,-2.35599538399362,-5.62262904264737,-1.91502931954339,0.0184731472490751,1.88072979636843e-08,0.0554887645949819,0.0346053871351994,8.93788414092353e-07,0.0913095965177037
MYL6,vsBoth,431,3,2,31.6733649436154,1.32500095361933e-07,1.94485644175369e-05,-3.07639368622537,-5.61771989880242,-1.10939437365889,0.00209521005143239,1.93493837215315e-08,0.2672600884849,0.0054839102918679,8.96454953036729e-07,0.361985183137776
RPL22,vsBoth,431,3,2,31.6518517092866,1.33933041170192e-07,1.94950702509978e-05,-2.98212123128689,-5.62137980430829,-1.21725580236013,0.00286258619881951,1.89438278642738e-08,0.223506904706588,0.0070722717853188,8.93788414092353e-07,0.310875899025504
UBD,vsBoth,431,3,2,31.1933715497918,1.6844007727301e-07,2.391986040429e-05,-2.41728128449953,-5.57121069060971,-1.80534030647468,0.0156369281868735,2.52975174600211e-08,0.0710214459923236,0.0298650043654098,1.12561429173599e-06,0.11298066488124
TMSB4X,vsBoth,431,3,2,31.0349530375231,1.82324728210977e-07,2.50761104540246e-05,-2.95233614529031,-5.56635726029414,-1.20600425014116,0.00315379400958198,2.60119668726966e-08,0.227815851669516,0.00766945361421072,1.14605665809705e-06,0.315696712119274
RPL28,vsBoth,431,3,2,30.8727391673664,1.97728772007673e-07,2.65671420050618e-05,-3.02492076580532,-5.54713057905318,-1.10971684712963,0.00248698270933162,2.90395868217797e-08,0.26712106085444,0.00629417428102043,1.23116889789696e-06,0.361905953415693
IGHM,vsBoth,431,3,2,30.3664159402205,2.54692737295041e-07,3.39596797124616e-05,-4.04802244250978,-5.25306797289209,0.266086837746614,5.16521947933859e-05,1.4958629875351e-07,0.79017233166274,0.000404398890943338,4.48160551065515e-06,0.890206683001343
MT-CO3,vsBoth,431,3,2,30.3212951183126,2.60504016054393e-07,3.44713912759249e-05,-2.20390348200582,-5.475352254319,-1.96544447894879,0.0275311326307737,4.36642143489776e-08,0.0493628157484465,0.0488644984370841,1.69352860328134e-06,0.0822835660139164
UBA52,vsBoth,431,3,2,30.1098405901844,2.89555081120806e-07,3.80275082852415e-05,-3.28876949470011,-5.44474789443656,-0.733489337254915,0.00100626397775013,5.18788089081693e-08,0.463260028846653,0.00319360898023241,1.8651469378665e-06,0.578463620349224
ITGB6,vsBoth,431,3,2,30.0911350723742,2.92275923843696e-07,3.80983847893868e-05,-2.45850824898436,-5.47771247819933,-1.68401957326214,0.0139515571383236,4.30859481505968e-08,0.0921778860730666,0.0271774155958502,1.69352860328134e-06,0.142635076477061
IFI30,vsBoth,431,3,2,30.0161776567654,3.03437909664592e-07,3.92603701341587e-05,-2.94337610161626,-5.47212390888823,-1.13993946152497,0.00324653744190494,4.4467373205874e-08,0.254311523267801,0.00784827286924196,1.69352860328134e-06,0.346668928705246
ST13,vsBoth,431,3,2,29.8921400752585,3.22852576432269e-07,4.1465190827518e-05,-2.74543000729248,-5.4671986227273,-1.35624373238362,0.00604316567470274,4.5720364376173e-08,0.175021631750093,0.0132866861752026,1.72661611350018e-06,0.251695108187174
MGP,vsBoth,431,3,2,29.8687644681141,3.26648151689727e-07,4.16464471939011e-05,-2.9150821697003,-5.45983474991997,-1.16150955405071,0.00355594904890501,4.76577958036913e-08,0.245434740105482,0.00848218419627341,1.78478445284824e-06,0.336583375658845
CLU,vsBoth,431,3,2,29.6740561940414,3.60048138269384e-07,4.52443225262685e-05,-4.62615924283106,-4.78990898984833,1.28316633808882,3.72508934345444e-06,1.66856974964585e-06,0.199433806516762,5.38281399018787e-05,2.95218600586946e-05,0.282107499680935
HNRNPA1,vsBoth,431,3,2,29.5415243077474,3.84715339569891e-07,4.75930954588586e-05,-2.82676018370026,-5.43295821718457,-1.23810971226405,0.00470215277281308,5.54273898359704e-08,0.215675383132284,0.0107539310743114,1.97691023748294e-06,0.300820972003875
EIF1,vsBoth,431,3,2,29.5301289369212,3.8691358305135e-07,4.75930954588586e-05,-2.47559751968485,-5.4286255694111,-1.62539467711181,0.0133013430516544,5.67896838417058e-08,0.104078489362568,0.0260349458511039,2.00954991483957e-06,0.158875248367996
RPS2,vsBoth,431,3,2,29.4965031875757,3.93473705359553e-07,4.7813048803809e-05,-3.95534879774338,-5.19223999923984,0.212039056413847,7.64230704145981e-05,2.07778919823414e-07,0.832076564413121,0.00053141191282578,5.92877683588013e-06,0.925811359364339
UQCR11,vsBoth,431,3,2,29.4252965708568,4.07735039933828e-07,4.87801913871518e-05,-3.43872849233926,-5.34771571454938,-0.488317881695797,0.00058445308219324,8.90712226781022e-08,0.625324697485982,0.00221461395562936,2.92179616580577e-06,0.738926628069514
SERF2,vsBoth,431,3,2,29.3494708929103,4.23490207268267e-07,5.03204316350668e-05,-3.39748167027624,-5.34856882653039,-0.534906545905451,0.000680091439095059,8.86524626681109e-08,0.592714481648814,0.00244506474183456,2.92179616580577e-06,0.7074791183346
FKBP1A,vsBoth,431,3,2,29.2609969405535,4.42644677879562e-07,5.12067623710498e-05,-2.89154398213231,-5.40366640264105,-1.14238179250444,0.00383353930230606,6.52923266684817e-08,0.253295356134524,0.00908166875306454,2.27460244998571e-06,0.345675472356073
RPL6,vsBoth,431,3,2,28.9728324773059,5.11245343012482e-07,5.83655059241766e-05,-3.95486210860971,-5.13075083351819,0.261112293745863,7.65788060754102e-05,2.88588711235854e-07,0.794005911425805,0.00053141191282578,7.54021900170888e-06,0.893900499334082
CAPNS1,vsBoth,431,3,2,28.9313607586768,5.21957129757141e-07,5.88195173255999e-05,-3.80805943936611,-5.18609699571718,0.0530891879918426,0.000140061610987783,2.1474699424573e-07,0.957660846037901,0.000831237702730559,6.03170620087694e-06,1
IGHG3,vsBoth,431,3,2,28.6731672482321,5.93882930257818e-07,6.60723130115497e-05,-2.43154635678101,-5.34887063327659,-1.61006244787875,0.0150345242882151,8.85047742406416e-08,0.10738422401439,0.0289730498075637,2.92179616580577e-06,0.1634377986719
IGKC,vsBoth,431,3,2,28.3230935927046,7.07486848459011e-07,7.72354548877096e-05,-2.92664526693011,-5.31100909795143,-1.02855635756712,0.00342639447570071,1.09019887160963e-07,0.303688194931943,0.00822993948359111,3.49953837786691e-06,0.403064013001816
HGS,vsBoth,431,3,2,28.1591568079477,7.67921437484074e-07,8.27980478304588e-05,-2.67335102819773,-5.30626414088005,-1.30659866964812,0.00750976225630248,1.11894780893237e-07,0.19134904869543,0.0159795793465073,3.56634854846955e-06,0.272041323896634
COL18A1,vsBoth,431,3,2,28.1707080207243,7.6349900892082e-07,8.27980478304588e-05,-3.67925337544134,-5.14551997061632,-0.0575077169103788,0.000233917777509342,2.66780817225722e-07,0.954140759078158,0.0011785050360168,7.09415971959997e-06,1
LUM,vsBoth,431,3,2,28.0049118212282,8.29489064526231e-07,8.77412434383412e-05,-2.65136833423675,-5.29185068896019,-1.3194314234907,0.00801663626770357,1.21084733587106e-07,0.187024922192279,0.0168901844290013,3.75279167407209e-06,0.266737543742336
CALM1,vsBoth,431,3,2,27.9884689584205,8.36336762338693e-07,8.77412434383412e-05,-4.11113063900225,-4.92879485198558,0.597966821703365,3.93726337705219e-05,8.27383957509427e-07,0.54986207145604,0.000330113089859562,1.77060166907017e-05,0.665879856945149
RPS17,vsBoth,431,3,2,27.9823866869715,8.38884047300794e-07,8.77412434383412e-05,-3.85050181471124,-5.05807157513228,0.203622025265981,0.000117876056739109,4.23517482854604e-07,0.838648880052263,0.000727657965639501,1.02327288599387e-05,0.93197034296609
UQCRQ,vsBoth,431,3,2,27.8213644697608,9.09216829527407e-07,9.34193550667954e-05,-2.81467301940861,-5.26931971032768,-1.11952269933957,0.00488268860727144,1.36930287492148e-07,0.262917212541779,0.0110934290197562,4.18615450333137e-06,0.356687815671028
HSPA5,vsBoth,431,3,2,27.8286674884186,9.05902869951773e-07,9.34193550667954e-05,-2.76907578906892,-5.27215599795362,-1.17255278547701,0.00562155568187716,1.34830396486197e-07,0.240975192573448,0.0124756894984474,4.1501904233491e-06,0.331299187815976
MTCH1,vsBoth,431,3,2,27.685258495997,9.73245720101013e-07,9.94133508362831e-05,-3.06853117078539,-5.23297947075694,-0.80770172514937,0.00215113885765412,1.66799271090862e-07,0.419262310260158,0.00560107655341537,4.9642114190883e-06,0.532249949804845
H2AFY,vsBoth,431,3,2,27.6643584729329,9.83469475240813e-07,9.9873612349019e-05,-3.21897425604436,-5.20790360974131,-0.620052216236253,0.00128650034729903,1.90986086080294e-07,0.535223409999513,0.00374451590722916,5.57332123925221e-06,0.651841193641683
UBB,vsBoth,431,3,2,27.5853156981543,1.02311583257904e-06,0.000103299215304382,-3.12029950817308,-5.21565509327467,-0.736114048539624,0.0018066723902371,1.83168725715038e-07,0.461661293905754,0.00484727505774659,5.38013237492405e-06,0.577284755128513
TYMP,vsBoth,431,3,2,27.3632987805107,1.14323409081847e-06,0.000113690628809774,-1.98385732948494,-5.18741828466699,-1.97798599303749,0.0472717469442234,2.13229437833447e-07,0.0479302868328877,0.0791797356568543,6.02674901650006e-06,0.0800443977240986
ENO1,vsBoth,431,3,2,27.0077221473696,1.36567591824684e-06,0.000132052468321396,-3.62926381814,-5.02892242801562,-0.0190560172022333,0.00028423064747547,4.93243868665652e-07,0.98479641824016,0.00136905951742204,1.15993585709347e-05,1
HLA-DRB1,vsBoth,431,3,2,27.0257856314527,1.35339701903412e-06,0.000132052468321396,-2.18655550625919,-5.18028422633153,-1.74666297511496,0.0287749884634708,2.21548066472895e-07,0.0806958163841785,0.0507315802882848,6.14590747363699e-06,0.126578359103141
RPL8,vsBoth,431,3,2,27.0126395027504,1.36232228577442e-06,0.000132052468321396,-4.38307850170237,-4.59727525748518,1.16809490385363,1.17013924258249e-05,4.28051953346566e-06,0.242768485733161,0.000135531076189838,6.08754898208692e-05,0.333136849085774
SQOR,vsBoth,431,3,2,27.0480343491482,1.33842477762665e-06,0.000132052468321396,-2.47933464243968,-5.19960077950501,-1.43643870726842,0.0131627746853726,1.99717017973071e-07,0.150877545561952,0.025797431066753,5.7905050243289e-06,0.221251349805975
RPS16,vsBoth,431,3,2,27.0023038712212,1.36938073904362e-06,0.000132052468321396,-3.89460186572074,-4.91745113809334,0.366162318036778,9.83601508274417e-05,8.76783320407397e-07,0.714243958387697,0.000641553726877392,1.8498893154511e-05,0.822817828504053
PRMT1,vsBoth,431,3,2,26.9927464108467,1.37594030082407e-06,0.000132052468321396,-3.43581725156599,-5.08728476640986,-0.281419111142157,0.000590769326146015,3.63226237672745e-07,0.778388961608282,0.00222914974953837,9.06854840056287e-06,0.879798791113587
GSS,vsBoth,431,3,2,26.9578995467983,1.40012397261016e-06,0.000133639155352905,-3.09614877527995,-5.15429003076995,-0.71347477564667,0.00196051967686685,2.54593645495435e-07,0.4755520164888,0.00519292064355627,6.93420510822113e-06,0.59069396409637
RPL7,vsBoth,431,3,2,26.8852952687665,1.4518853069531e-06,0.00013634451965887,-3.30431358847573,-5.10788307058437,-0.444379563196997,0.000952092694549405,3.25788144706733e-07,0.65676818649782,0.00307599178239039,8.31870410404578e-06,0.769224975272662
RPS6,vsBoth,431,3,2,26.6516140904945,1.63183233069141e-06,0.000150099130074293,-3.06182570240089,-5.12738438062305,-0.729960355339806,0.00219991511188758,2.93795292917922e-07,0.465414417942084,0.005698223926699,7.62224149834428e-06,0.580508574585546
BLOC1S1,vsBoth,431,3,2,26.650518416501,1.63272655373651e-06,0.000150099130074293,-4.11226342180895,-4.74791235218898,0.745179220607651,3.91798881893533e-05,2.05527061439672e-06,0.456163382869266,0.000329111060790568,3.44995643726095e-05,0.571507734210896
RPL27,vsBoth,431,3,2,26.6821361534033,1.60711794930147e-06,0.000150099130074293,-2.19178800509589,-5.1489766453849,-1.71557845094069,0.0283948176283347,2.61911486970333e-07,0.0862392253648329,0.0501794378378828,7.04808516433939e-06,0.134429094273173
BSG,vsBoth,431,3,2,26.542830790418,1.7230485982613e-06,0.000155136545700155,-2.54710518778965,-5.15197083474603,-1.32259026830749,0.0108620686484413,2.57763129779109e-07,0.185971672293164,0.0218505534942234,6.97823798329708e-06,0.265488149709491
RPL39,vsBoth,431,3,2,26.5137834102448,1.74825623294197e-06,0.000156598931388704,-2.30480345392618,-5.14163047362036,-1.58388503716941,0.0211775835866138,2.72364407908479e-07,0.113219882996522,0.0388774757509159,7.20003323023943e-06,0.171283815909531
EIF4A1,vsBoth,431,3,2,26.4600932091629,1.79582397099807e-06,0.000160039067864404,-3.27867184341821,-5.06719831750152,-0.440086200540389,0.00104296841382586,4.03713615998305e-07,0.659874676060111,0.00326117550345156,9.80696751511559e-06,0.771656725010184
RACK1,vsBoth,431,3,2,26.33199175013,1.91461140984219e-06,0.000168052851737254,-3.77577048716462,-4.88889461138182,0.256966255965342,0.000159513819154721,1.01403761091833e-06,0.797204822404473,0.000907497880027021,2.06202942238326e-05,0.896331866871579
SUB1,vsBoth,431,3,2,26.2447570525025,1.99996970253564e-06,0.000173295076186198,-2.08624049601869,-5.09801594734453,-1.79191430983783,0.0369568436885746,3.43231909782817e-07,0.0731466933776683,0.0634635290548163,8.71460001448577e-06,0.116073884194647
COPE,vsBoth,431,3,2,26.2324021308515,2.01236267616913e-06,0.000173295076186198,-3.0906284706134,-5.07877508850437,-0.658685824836055,0.00199733378969642,3.7987609447283e-07,0.510097537428296,0.00528311833484149,9.43184071028122e-06,0.626161795466474
RALY,vsBoth,431,3,2,25.9789558719559,2.28423830259071e-06,0.000194628246006594,-2.65948000550324,-5.09454096707493,-1.15119785717886,0.00782613750923405,3.49587237770846e-07,0.249650846574038,0.0165508997489401,8.82609576709091e-06,0.341531477778913
COMMD6,vsBoth,431,3,2,25.8373789401949,2.45179666356357e-06,0.000207274127948339,-3.66192513214786,-4.87620971525472,0.140512122659651,0.000250327023719278,1.08143636382218e-06,0.888255375014504,0.00124306038076733,2.12225983363181e-05,0.973139847712136
SRP14,vsBoth,431,3,2,25.833636446709,2.45638887532525e-06,0.000207274127948339,-3.89305832172749,-4.76688766840215,0.485932402020983,9.89883424671126e-05,1.87093551632415e-06,0.627015094194627,0.000643782360415635,3.23384008090797e-05,0.7403588631925
HNRNPM,vsBoth,431,3,2,25.8031405894739,2.49413072885393e-06,0.000209447026158133,-2.95925797218884,-5.05237387416037,-0.783574767880836,0.00308380830629084,4.36352495213979e-07,0.433289666096385,0.0075196063637933,1.04306814547427e-05,0.546506808710961
CDKAL1,vsBoth,431,3,2,25.7732457765124,2.53169153365035e-06,0.000211584000087419,-2.68842986701441,-5.07268942126897,-1.10135012740837,0.00717889141123569,3.92232379331569e-07,0.27074430228634,0.0154142083144258,9.63219843014246e-06,0.36582227735262
MTLN,vsBoth,431,3,2,25.5487592294543,2.83241850821302e-06,0.000235589781347413,-4.169987948474,-4.54689305625659,0.971616185777799,3.0461574694981e-05,5.44436445055459e-06,0.331241527239549,0.000276775881029863,7.43677016437456e-05,0.43513575662512
SPIB,vsBoth,431,3,2,25.5291120585323,2.86038013031767e-06,0.000236787960835349,-3.3781131810322,-4.93721686043665,-0.224545462527122,0.000729850345215565,7.9245336183213e-07,0.8223328959307,0.00258060381699351,1.72042773336889e-05,0.917696556819609
ABRACL,vsBoth,431,3,2,25.4056562674567,3.04250875741185e-06,0.000243777525072077,-3.8218606607072,-4.74770443855701,0.42218091003632,0.000132448525877257,2.05738390117031e-06,0.672892974354683,0.000795753576594109,3.44995643726095e-05,0.783414773769416
COX6C,vsBoth,431,3,2,25.4307346672539,3.00459632444838e-06,0.000243777525072077,-2.045748743135,-5.0174739402837,-1.77198601941677,0.0407810973701931,5.23553004673334e-07,0.0763968779923039,0.0692369669745553,1.21280783659895e-05,0.12050809747189
PFKP,vsBoth,431,3,2,25.4175507193157,3.02446796993302e-06,0.000243777525072077,-2.72044448245185,-5.03481676528391,-1.03516464499861,0.00651942182517137,4.78306131643009e-07,0.300592026829633,0.0142224668360777,1.1373056907956e-05,0.399544681624481
SIN3A,vsBoth,431,3,2,25.4114731309967,3.03367268406828e-06,0.000243777525072077,-3.56326046713234,-4.8625000197212,0.0417782663683,0.00036627692022858,1.1591236741808e-06,0.966675460808702,0.00161915151793314,2.23566600505086e-05,1
NME2,vsBoth,431,3,2,25.4502931934958,2.97535678999397e-06,0.000243777525072077,-3.00335676807946,-5.00883301504753,-0.699368162897173,0.00267019205529548,5.47610582867185e-07,0.484321978934159,0.00666287789922148,1.26203177405391e-05,0.60009456116077
RPN2,vsBoth,431,3,2,25.2848968986443,3.23187385098392e-06,0.000256596093432437,-2.92193451926442,-5.00232010411606,-0.784721304292832,0.00347864666835816,5.66444321668848e-07,0.432616989000731,0.00831781680269964,1.29877590896929e-05,0.545811552096936
CYBA,vsBoth,431,3,2,25.1806665948409,3.40476956060671e-06,0.000269100044864785,-2.51138991021277,-5.0179440246741,-1.25419040423159,0.012025678856779,5.22273881701086e-07,0.209772806835198,0.023828659956951,1.21280783659895e-05,0.29395665541546
